addr,category,context,id1,name,rank
전라남도 순천시 인제동  123-7,"여행,명소,근린공원",,1839194281,제12소공원,3
전라남도 순천시 인제동 55-17,"서비스,산업,여행사",,12976002,여로관광,4
전라남도 순천시 장천동 53-1,"여행,명소,도시,테마공원","야경투어,전망대,드라이브,화려한,꼬막정식",13447838,죽도봉공원,5
전라남도 순천시 행동,"여행,명소,공연,문화의거리",,33708008,문화의거리,6
전라남도 순천시 조곡동,"여행,명소,문화거리",,45301663,철도문화마을,7
전라남도 순천시 남정동,"여행,명소,문화거리","벽화마을,산책,드라마세트장,소박한,힐링",34581424,남제골벽화마을,8
전라남도 순천시 오천동 720-26,모노레일,,31154829,순천 스카이큐브,9
전라남도 순천시 조곡동 131-6,"숙박,모텔",드라이브,37460019,S무인텔,10
전라남도 순천시 장천동 78-5,"여행,명소,동물원",,1743377426,와우 쥬,11
전라남도 순천시 조곡동 131-62,"숙박,모텔",순대국밥,37621353,젠틀맨 무인텔,12
전라남도 순천시 조곡동 152-10,"숙박,호텔",,1250701621,호텔 디바인,13
전라남도 순천시 조곡동 157-22,"숙박,호텔","펍,포근한,공연,휴식,야시장",632300812,호텔아이엠,14
전라남도 순천시 조곡동,"여행,명소,근린공원",,20618627,장대공원,15
전라남도 순천시 조곡동 153-16,"숙박,게스트하우스","토스트,펍,야시장,편안한,야경투어",37996976,바구니 호스텔,16
전라남도 순천시 풍덕동 1261-1,"숙박,모텔","깨끗한,편안한,야시장",20947603,별빛내리는무인텔,17
전라남도 순천시 오천동 600,"여행,명소,축제,행사",,1525086323,순천별빛축제,18
전라남도 순천시 조곡동 152-15,"숙박,모텔",고급스러운,1208354472,노블무인텔,19
전라남도 순천시 금곡동 182,"여행,명소,문화,유적","둘레길,성곽,생태공원,화려한,사진찍기",20099054,순천향교,20
충청남도 홍성군 서부면 남당리,"여행,명소,지역명소","새조개샤브샤브,대하구이,쭈꾸미,친절한,가을축제",13491001,남당항,1
충청남도 홍성군 홍북읍,"여행,명소,산,고개","등산,휴양림,단풍,편안한,산행",13491072,용봉산,2
충청남도 홍성군 광천읍 매현리 459-1,"여행,명소,식물원,수목원","수목원,식물원,전망대,화려한,나들이",11795614,그림같은수목원,3
충청남도 홍성군 광천읍 담산리 1,"여행,명소,산,고개","등산,억새풀,휴양림,조그마한,야간산행",11491472,오서산,4
충청남도 홍성군 서부면 중리 32,"여행,명소,테마파크",,1150500822,에덴힐스 힐링파크,5
충청남도 홍성군 홍북읍 중계리 383,"여행,명소,기념관,생가","연꽃단지,미술관,연밭,평온한,나들이",21102870,이응노의 집,6
충청남도 홍성군 서부면 상황리 627-10,"여행,명소,전망대","전망대,갯벌체험,일몰,섬,승마장",218059254,속동전망대,7
충청남도 홍성군 서부면 죽도리 28,"여행,명소,섬",,1048295419,죽도,8
충청남도 홍성군 홍북읍 상하리 104-57,"자연명소,휴양림,산림욕장","휴양림,등산,계곡,편안한,산행",11491043,용봉산 자연휴양림,9
충청남도 홍성군 홍북읍 신경리 886,"여행,명소,자연공원",,1460651005,홍예공원,10
충청남도 홍성군 구항면 내현리 374-2,"여행,명소,체험마을","전통체험,대나무,벚꽃길,아늑한,체험관",20593509,홍성거북이마을,11
충청남도 홍성군 서부면 상황리 627-10,"여행,명소,체험마을","전망대,갯벌체험,일몰,섬,사진찍기",13109936,속동갯벌 정보화마을,12
충청북도 청주시 상당구 문의면 신대리 산26-1,"여행,명소,지역명소","단풍구경,도시락,산책로,호젓한,산책길",13118260,청남대,1
충청북도 청주시 상당구 수동 81-12,"여행,명소,체험마을","벽화마을,야경,치즈빙수,아늑한,사진찍기",13508215,수암골,2
충청북도 청주시 흥덕구 문암동 122-2,"여행,명소,자연,생태공원","생태공원,캠핑,바베큐장,깨끗한,나들이",13418967,문암생태공원,3
충청북도 청주시 상당구 미원면 운암리 산61-2,"자연명소,휴양림,산림욕장","휴양림,물놀이장,산림욕장,편안한,등산",11491040,옥화자연휴양림,4
충청북도 청주시 상당구 문의면 문산리 산6-1,"여행,명소,체험마을","미술관,드라이브,박물관,고즈넉한,경치",12284284,문의문화재단지,5
충청북도 청주시 상당구 미원면 미원리 20,"여행,명소,식물원,수목원","수목원,식물원,산책로,조그마한,등산",11626147,미동산수목원,6
충청북도 청주시 청원구 정북동 351-1,"여행,명소,성곽명","드라이브,일몰,사진찍기,성곽,야경",20054897,정북동 토성,7
충청북도 청주시 상당구 용담.명암.산성동,"여행,명소,성곽명","등산,단풍구경,생태공원,호젓한,산책길",13491440,상당산성,8
충청북도 청주시 상당구 미원면 운암리 184-2,"여행,명소,지역명소",,1935863487,청석굴,9
충청북도 청주시 상당구 명암동 40,"여행,명소,동물원","실내동물원,박물관,산책로,화려한,등산",13475102,청주랜드동물원,10
충청북도 청주시 상당구 문의면 가호리 대청호,"여행,명소,호수,연못,저수지","호수,드라이브,둘레길,화려한,억새밭",11491821,대청호,11
충청남도 홍성군 서부면 궁리 540-116,"여행,명소,항구","일몰,갯벌체험,항구,깨끗한,새조개샤브샤브",17641366,궁리포구,13
충청남도 홍성군 서부면 남당리,"여행,명소,체험마을",새조개,13491412,남당리,14
충청남도 홍성군 홍성읍 오관리 200-2,"여행,명소,자연명소","공원,산책로,성곽길,소박한,휴식",13345826,홍주성,15
충청남도 홍성군 갈산면 행산리 330-1,"여행,명소,기념관,생가","공원,승마,박물관,깨끗한,드라이브",19494240,김좌진장군생가지,16
충청남도 홍성군 서부면 궁리 540-93,"숙박,펜션","수영장,일몰,힐링,산책,경치",245427737,순수펜션,17
충청남도 홍성군 결성면 성곡리 492,"여행,명소,기념관,생가","공원,체험관,유적지,소박하고,산책",19494252,한용운선생생가지,18
충청남도 홍성군 홍북읍 석택리 571-3,"숙박,모텔",,1213266856,티지무인텔,19
충청남도 홍성군 홍북읍 상하리 88-20,"숙박,캠핑,야영장","글램핑,수영장,캠핑,승마체험,자동차극장",36241211,용봉산 돔글램핑&오토캠핑장 (대형수영장&워터슬라이드),20
충청남도 예산군 응봉면 후사리 39,"여행,명소,지역명소",,1125335178,예당호 출렁다리,1
충청남도 예산군 응봉면,"여행,명소,호수,연못,저수지","저수지,어죽,오토캠핑,편안한,경치",13490886,예당저수지,2
충청남도 예산군 덕산면 사동리 362,"레저,테마,워터파크","실내워터파크,파도풀,온천스파,고급스러운,힐링",12101889,스플라스 리솜 워터파크,3
충청남도 예산군 덕산면 덕숭산,"여행,명소,산,고개","등산,국립공원,계곡,편안한,산행",11491352,덕숭산,4
충청남도 예산군 덕산면 사천리 19,"종교,불교","템플스테이,산채비빔밥,더덕구이,웅장한,미술관",11664080,수덕사,5
충청남도 예산군 응봉면 후사리 산81,"여행,명소,관람,체험","저수지,캠핑,생태공원,몽환적인,경치",19700248,예당관광지,6
충청남도 예산군 대흥면 상중리,"여행,명소,도시,테마공원","생태공원,저수지,슬로시티,아기자기,휴양림",19700257,의좋은형제공원,7
충청남도 예산군 덕산면 신평리 562,"숙박,호텔","온천스파,글램핑,야외수영장,편안한,휴식",37131066,스파뷰호텔,8
충청남도 예산군 광시면 대리 230,"여행,명소,테마공원","생태공원,저수지,한우,우아한,슬로시티",35546013,예산황새공원,9
충청남도 예산군 신암면 용궁리,"여행,명소,문화재","유적지,온천,공원,고즈넉한,체험관",11726831,추사김정희선생고택,10
충청남도 예산군 고덕면 대천리 501-2,"여행,명소,관광농원,팜스테이","농장,레스토랑,박물관,이국적,슬로시티",17450622,은성농원,11
충청남도 예산군 덕산면 상가리 산5-28,"여행,명소,릉,묘,총","국립공원,계곡,트래킹,편안한,산행",20095499,남연군묘,12
충청남도 예산군 덕산면 시량리 119-1,"여행,명소,유적지,사적지","온천,도시락,유물,공원,계곡",11620332,충의사,13
충청남도 예산군 덕산면 사동리 362,"숙박,콘도,리조트",,834568024,스플라스 리솜 리조트,14
충청남도 예산군 응봉면 후사리 118-16,"여행,명소,근린공원",,1813707478,예당호조각공원,15
충청남도 예산군 대흥면 상중리,"여행,명소,산,고개","휴양림,산행,저수지,성곽,전망대",17635900,봉수산,16
충청남도 예산군 광시면 마사리,"여행,명소,문화,유적","성곽,슬로시티,휴양림",17654163,임존성,17
충청북도 청주시 청원구 오창읍 양청리,"여행,명소,자연공원",,17806413,오창호수공원,12
충청북도 청주시 청원구 내수읍 세교리 128-4,"여행,명소,관람,체험",,1687606975,다래목장,13
충청북도 청주시 서원구 남이면 부용외천리 480,"여행,명소,식물원,수목원","허브농원,농장,산책로,깨끗한,나들이",11608035,상수허브랜드,14
충청북도 청주시 상당구 남문로2가 92-1,"여행,명소,도시,테마공원","공원,씨앗호떡,즉석떡볶이,화려한,유적",19707842,청주중앙공원,15
충청북도 청주시 흥덕구 오송읍 연제리 902,"여행,명소,근린공원",,1223157075,오송호수공원,16
충청북도 청주시 청원구 내덕2동 201-31,"여행,명소,체험여행","실내놀이터,박람회,키즈카페,재미있는,직업체험",12868344,청주에듀피아,17
충청북도 청주시 흥덕구 강서동 469,"숙박,호텔","레스토랑,야외수영장,힐링,고급스러운,토스트",38623399,뮤제오호텔,18
충청북도 청주시 청원구 내수읍 초정리 334-24,"숙박,호텔","노천온천,힐링,바베큐장,쾌적한,삼겹살",17805182,초정약수세종스파텔,19
충청북도 청주시 상당구 문의면 덕유리 629-12,"여행,명소,전망대","전망대,드라이브,경치,호젓한,씨앗호떡",37564902,대청댐전망대,20
충청남도 예산군 덕산면 외라리 225-1,"숙박,캠핑,야영장","캠핑,휴양림,온천,포근한,힐링",34975346,파인힐캠프,18
충청남도 예산군 덕산면 사동리 256-2,"여행,명소,테마파크",,1260006210,내포보부상촌,19
충청남도 예산군 덕산면 사천리,"여행,명소,문화재",,17658481,수덕사대웅전,20
경기도 여주시 산북면 상품리 448,"숙박,펜션","식물원,오토캠핑,수목원,깨끗한,힐링",11664164,해여림빌리지,1
경기도 여주시 북내면 상교리 370-5,"여행,명소,테마파크","야외수영장,힐링,장작구이,공연,야경",32769571,숲을그리다,2
경기도 여주시 매룡동 282,"여행,명소,식물원,수목원","수목원,식물원,박물관,화려한,단풍구경",13398320,황학산수목원,3
경기도 여주시 능서면 번도리 885,"여행,명소,릉,묘,총","돌솥밥,박물관,산책로,호젓한,유물",11620937,세종대왕릉,4
경기도 여주시 가남읍 금당리 5-2,"여행,명소,관광농원,팜스테이","목장,피자,아이스크림,재미있는,신선한",12820425,은아목장,5
경기도 여주시 강천면 강천리 627,"여행,명소,유원지",,1682100116,강천섬유원지,6
경기도 여주시 흥천면 신근리 996,"여행,명소,테마파크","썰매장,동물원,동물체험,아기자기,키즈카페",19997144,예크생물원,7
경기도 여주시 천송동 282,"종교,불교","템플스테이,단풍구경,아울렛,고즈넉한,유람선",11663935,여주신륵사,8
경기도 여주시 연양동 414,"숙박,호텔","실내워터파크,키즈카페,콘서트,편안한,경치",31806667,썬밸리호텔,9
경기도 여주시 대신면 천서리 700-2,"여행,명소,자연공원",,1219235396,당남리섬,10
경기도 여주시 연양동 8,"여행,명소,자연공원",,1546929489,금은모래강변공원,11
경기도 여주시 능현동 432-1,"여행,명소,관람,체험","동물체험,동물농장,동물원,아울렛,수영장",38509846,주주팜,12
경기도 여주시 금사면 외평리,"여행,명소,지역명소","라이딩,전망대,야경,편안한,드라이브",21693924,이포보,13
경기도 여주시 능현동,"여행,명소,문화재","유적지,전통혼례,한복체험,아담한,궁궐",13358631,명성황후 생가,14
경기도 여주시 대신면 천서리,"여행,명소,문화재","산책길,성곽길,등산,암벽,경치",20059403,여주파사성,15
경기도 여주시 연양동 304-3,"숙박,캠핑,야영장","유원지,오토캠핑,오리배,쾌적한,경치",37153160,금은모래 캠핑장,16
경상남도 거제시 동부면 학동리,"여행,명소,해수욕장,해변","국립공원,해변카페,멍게비빔밥,깨끗한,사진찍기",11491803,학동흑진주몽돌해수욕장,1
경상남도 거제시 남부면 갈곶리 산14-47,"여행,명소,지역명소","유람선,거북손,해변,조그마한,사진찍기",19796736,바람의언덕,2
경상남도 거제시 장목면 농소리 25,"숙박,콘도,리조트",,1265568881,한화리조트 거제 벨버디어,3
경상남도 거제시 장목면 대금리 2,"여행,명소,지역명소","성곽,해변,해저터널,이국적,숨은",38015249,매미성,4
경상남도 거제시 거제면 거제도,"여행,명소,섬","섬,거북손,유람선,이국적,드라이브",11491858,거제도,5
경상남도 거제시 일운면 와현리 산109,"여행,명소,식물원,수목원","유람선,해상공원,섬,이국적,경치",11491919,외도 보타니아,6
경상남도 거제시 남부면 다포리,"여행,명소,해수욕장,해변","해변,전망대,캠핑,아담한,드라이브",13491016,여차몽돌해수욕장,7
경상남도 거제시 일운면 소동리 115,"숙박,콘도,리조트","요트,워터파크,글램핑,이국적,경치",20010307,소노캄 거제,8
경상남도 거제시 고현동 362,"여행,명소,테마공원","유적지,박물관,해상공원,평화로운,체험관",12764606,거제포로수용소유적공원,9
경상남도 거제시 남부면 저구리,"여행,명소,해수욕장,해변","캠핑,해변,글램핑,깨끗한,드라이브",13491035,명사해수욕장,10
경상남도 거제시 하청면 실전리 880-3,"여행,명소,테마공원","테마파크,대나무,산책길,재미있는,경치",20059127,거제맹종죽테마파크,11
경상남도 거제시 남부면 갈곶리,"여행,명소,섬","유람선,동굴,섬,조그마한,경치",13491564,해금강,12
경상남도 거제시 일운면 소동리 478-1,"관람,체험,아쿠아리움","돌고래쇼,돌고래체험,공연,재미있는,아쿠아리움",13222309,거제씨월드,13
경상남도 거제시 일운면,"여행,명소,해수욕장,해변","해변,유람선,조개구이,편안한,휴식",13491710,와현해수욕장,14
경상남도 거제시 남부면 갈곶리 산21-23,"여행,명소,지역명소","전망대,해변,경치,웅장한,섬",15849214,신선대,15
경상남도 거제시 일운면 구조라리 500-1,"여행,명소,해수욕장,해변","해변,카약,스노클링,깨끗한,경치",11491662,구조라해수욕장,16
경상남도 거제시 일운면 옥림리,"여행,명소,섬","동백꽃,섬,유람선,아담한,등산",13491601,지심도,17
경기도 광명시 가학동 27,"여행,명소,동굴","테마파크,와인동굴,동굴카페,신비한,공포체험",21154281,광명동굴,1
경기도 광명시 소하동,"여행,명소,산,고개","산림욕장,등산,공원,아기자기,활공장",13491235,구름산,2
경기도 광명시 하안1동 862,"여행,명소,자연,생태공원","생태공원,저수지,연꽃,나들이,암벽",13204165,안터생태공원,3
경기도 광명시 철산동 도덕산,"여행,명소,산,고개","등산,공원,산책로,편안한,캠핑",11491357,도덕산,4
경기도 광명시 일직동 508-3,"숙박,호텔",,33239473,라까사호텔 광명,5
경기도 광명시 광명동 ,"여행,명소,근린공원",,18934939,도덕산공원,6
경기도 광명시 하안동 549,"숙박,캠핑,야영장","오토캠핑,수영장,물놀이장,깨끗한,등산",35413727,광명도덕산캠핑장,7
경기도 광명시 하안동 302-3,"숙박,호텔",,17878958,호텔노블레스,8
경기도 광명시 하안동 141-7,"자연명소,휴양림,산림욕장",,1169717035,구름산산림욕장,9
경기도 광명시 철산동 423,"숙박,호텔","휴식,레스토랑,고급스러운,모던한,편안한",38331679,광명JS부티크호텔,10
경기도 광명시 철산동,"여행,명소,거리,골목",,21038501,철산로데오거리,11
경기도 광명시 소하동 863-33,"여행,명소,체험마을",,1544425670,소하동 벽화마을,12
경기도 광명시 소하동,"여행,명소,근린공원",,21560886,광명시어린이교통공원,13
경기도 광명시 철산동 427,"숙박,호텔",,35861768,루체호텔,14
경기도 광명시 일직동  293,"여행,명소,도시,테마공원",,1077954607,새빛공원,15
경기도 광명시 소하동 1268-3,"여행,명소,관람,체험","산행,재미있는,휴식",38673904,해오름곤충연구소,16
경기도 광명시 소하동,"여행,명소,근린공원",,18940192,한내근린공원,17
경기도 광명시 소하동 1342-1,"숙박,호텔",,1260303763,골든리버호텔,18
경기도 광명시 일직동,"여행,명소,도시,테마공원",,36143562,일직수변공원,19
경기도 여주시 상동,"여행,명소,문화재","공원,야경,산책로,유적",20108410,영월루,17
경기도 여주시 대신면 당남리 318-1,"숙박,캠핑,야영장","오토캠핑,카라반,계곡,깨끗한,웰빙",21295526,이포보오토캠핑장,18
경기도 여주시 연양동 414,"레저,테마,워터파크","실내워터파크,유수풀,파도풀,데이트,수영장",32514270,썬밸리호텔 워터파크,19
경기도 여주시 능서면 용은리 443,"여행,명소,촬영장소","촬영지,봄소풍,공연,수영장,힐링힐링",13320432,마임비전빌리지,20
경상남도 거제시 일운면,"여행,명소,섬","유람선,섬,국립공원,이국적,경치",13491392,외도,18
경상남도 거제시 문동동,"여행,명소,폭포","폭포,계곡,저수지,편안한,등산",13496867,문동폭포,19
경상남도 거제시 동부면 구천리 산103,"자연명소,휴양림,산림욕장","휴양림,오토캠핑,계곡,깨끗한,등산",11490997,거제자연휴양림,20
충청남도 태안군 안면읍 승언리,"여행,명소,해수욕장,해변","일몰,갯벌체험,해변,친절한,유채꽃밭",13491387,꽃지해수욕장,1
충청남도 태안군 소원면 모항리,"여행,명소,해수욕장,해변","해변,오토캠핑,조개구이,깨끗한,갯벌체험",13490966,만리포해수욕장,2
충청남도 태안군 남면 신장리,"여행,명소,해수욕장,해변","갯벌체험,오토캠핑,해변,깨끗한,해루질",13139710,몽산포해수욕장,3
충청남도 태안군 안면읍 승언리,"여행,명소,해수욕장,해변","해루질,해변,캠핑,깨끗한,갯벌체험",13491565,밧개해수욕장,4
충청남도 태안군 소원면 의항리 875,"여행,명소,식물원,수목원","수목원,식물원,수국,화려한,단풍구경",11622597,천리포수목원,5
충청남도 태안군 남면 원청리,"여행,명소,해수욕장,해변","갯벌체험,맛조개,해변,깨끗한,오토캠핑",13491088,청포대해수욕장,6
충청남도 태안군 안면읍 창기리,"여행,명소,해수욕장,해변","해변,갯벌체험,오토캠핑,깨끗한,해루질",13491041,삼봉해수욕장,7
충청남도 태안군 고남면,"여행,명소,항구","바다낚시,쭈꾸미,유람선,재미있는,낚시체험",13491017,영목항,8
충청남도 태안군 안면읍 승언리 산32-567,"자연명소,휴양림,산림욕장","휴양림,수목원,산림욕장,편안한,단풍구경",11491034,안면도자연휴양림,9
충청남도 태안군 남면 몽산리 967,"여행,명소,관광농원,팜스테이","허브농원,동물농장,수목원,조그마한,사진찍기",11739348,팜카밀레,10
충청남도 태안군 근흥면 신진도리 180-4,"여행,명소,항구","고등어낚시,바다낚시,항구,깨끗한,싱싱한",13491544,안흥항,11
충청남도 태안군 남면 신온리,"여행,명소,항구","야경,항구,쭈꾸미,이국적,갯벌체험",13538107,드르니항,12
충청남도 태안군 원북면 신두리,"여행,명소,해수욕장,해변","해변,오토캠핑,일몰,깨끗한,갯벌체험",13491967,신두리해수욕장,13
충청남도 태안군 안면읍 중장리 765-81,"숙박,콘도,리조트","노천온천,게국지,야외수영장,편안한,힐링",11628387,아일랜드 리솜,14
충청남도 태안군 소원면 파도리 595-1,"여행,명소,해수욕장,해변","해변,캠핑,스노클링,깨끗한,힐링",13491637,파도리해수욕장,15
충청남도 태안군 안면읍 승언리,"여행,명소,항구","바다낚시,일몰,수산시장,깨끗한,낚시체험",13538110,방포항,16
경기도 광명시 하안동 302-1,"숙박,호텔",,33889572,프라임호텔,20
충청남도 태안군 근흥면 도황리,"여행,명소,해수욕장,해변","갯벌체험,해변,캠핑,조그마한,일몰",13491048,연포해수욕장,17
충청남도 태안군 안면읍,"여행,명소,섬","갯벌체험,해루질,게국지,화려한,맛조개",13491731,안면도,18
충청남도 태안군 안면읍 신야리 735,"여행,명소,해수욕장,해변","캠핑,해변,해루질,깨끗한,갯벌체험",13183881,샛별해수욕장,19
충청남도 태안군 소원면 의항리 978-2,"여행,명소,해수욕장,해변","해변,수목원,캠핑,아담한,갯벌체험",13491612,천리포해수욕장,20
경상북도 영덕군 영덕읍 대탄리,"여행,명소,도시,테마공원","풍력발전소,캠핑,대게빵,깨끗한,드라이브",13491728,영덕해맞이공원,1
경상북도 영덕군 병곡면 병곡리,"여행,명소,해수욕장,해변","해변,캠핑,대게,깨끗한,드라이브",13491599,고래불해수욕장,2
경상북도 영덕군 달산면 옥계리 120,"여행,명소,계곡","계곡,캠핑,다슬기,깨끗한,드라이브",11491217,옥계계곡,3
경상북도 영덕군 강구면 강구리,"여행,명소,항구","박달대게,대게빵,홍게라면,깨끗한,싱싱한",13490984,강구항,4
경상북도 영덕군 강구면 삼사리 185-1,"여행,명소,테마공원","해상공원,풍력발전소,해안산책로,깨끗한,경치",13069024,삼사해상공원,5
경상북도 영덕군 남정면 장사리,"여행,명소,해수욕장,해변","해변,캠핑,공원,평화로운,힐링",13491159,장사해수욕장,6
경상북도 영덕군 영해면 벌영리 산54-1,"여행,명소,숲,숲길",,1226661739,벌영리 메타세콰이어 숲,7
경상북도 영덕군 달산면 주응리,"여행,명소,산,고개","계곡,등산,산행,깨끗한,암벽",13491402,팔각산,8
경상북도 영덕군 병곡면 영리 산214,"자연명소,휴양림,산림욕장","휴양림,캠핑,계곡,깨끗한,등산",11491556,칠보산자연휴양림,9
경상북도 영덕군 강구면 강구리,"여행,명소,근린공원",,756809840,공원해파랑,10
경상북도 영덕군 영해면 괴시리,"여행,명소,체험마을","유적지,시장,대게,소박한,봄꽃",20064230,괴시리 전통마을,11
경상북도 영덕군 강구면 강구리,"여행,명소,먹자거리",,516283224,영덕대게거리,12
경상북도 영덕군 영해면 대진리,"여행,명소,해수욕장,해변","해변,캠핑,스노클링,깨끗한,경치",13491211,대진해수욕장,13
경상북도 영덕군 남정면 장사리 74-2,"여행,명소,테마공원",,20127804,장사상륙작전전승기념공원,14
경상북도 영덕군 영덕읍 창포리 산5-5,"여행,명소,등대","공원,대게,둘레길,드라이브,트래킹",15914876,창포말등대,15
경상북도 영덕군 남정면 남호리 140,"한식,생선회","물회,대게코스요리,매운탕,경치,킹크랩",13115347,동해안횟집펜션,16
경상북도 영덕군 남정면 남호리 18-4,"숙박,펜션","대게,바베큐장,해변,힐링,일출",11779513,블루오션관광펜션,17
경상북도 영덕군 강구면 강구리,"여행,명소,도보여행","풍력발전소,산책로,대게,드라이브,공원",19932743,영덕 블루로드,18
전라남도 담양군 담양읍 향교리 산37-6,"자연명소,휴양림,산림욕장","메타세콰이어길,대나무통밥,죽통밥,조그마한,가을축제",11797921,죽녹원,1
전라남도 담양군 담양읍 학동리 633,"지역명소,도보코스","메타세콰이어길,대나무통밥,커플자전거,이국적,사진찍기",13542610,메타세콰이아랜드,2
전라남도 담양군 가사문학면 지곡리 123,"여행,명소,문화,유적","메타세콰이어길,대나무,계곡,청량한,슬로시티",13103624,소쇄원,3
전라남도 담양군 담양읍 학동리 586-1,"여행,명소,체험마을","메타세콰이어길,대나무,마늘빵,유럽풍,사진찍기",37089467,메타프로방스,4
전라남도 담양군 고서면 산덕리 513,"여행,명소,기념물","사진찍기,계곡,꽃구경,아담한,메타세콰이어길",20099143,담양후산리명옥헌원림,5
전라남도 담양군 담양읍 객사리 2-6,"여행,명소,문화,유적","메타세콰이어길,대나무,자전거대여,고즈넉한,경치",13491356,담양관방제림,6
전라남도 담양군 금성면 대성리 산3-3,"여행,명소,호수,연못,저수지","산책로,드라이브,산책길,호수,둘레길",11491820,담양호,7
전라남도 담양군 담양읍 객사리,"여행,명소,먹자거리",,805518721,담양국수거리,8
전라남도 담양군 금성면 원율리 392-5,"여행,명소,온천,스파","노천온천,온천스파,야외수영장,깨끗한,힐링",12128079,담양온천,9
전라남도 담양군 금성면 원율리 392-5,"숙박,콘도,리조트","노천온천,야외수영장,물놀이장,아담한,휴식",11658874,담양리조트,10
전라남도 담양군 대덕면 금산리 320-1,"여행,명소,체험마을","산책길,대나무,대통밥,소박한,힐링",20499089,달빛무월마을,11
전라남도 담양군 용면 월계리 149-67,"여행,명소,지역명소","둘레길,산책로,산책길,편안한,드라이브",17365296,담양호국민관광지,12
전라남도 담양군 금성면 금성리,"여행,명소,문화,유적","등산,성곽길,산행,조그마한,온천",13516160,금성산성,13
전라남도 담양군 용면 용연리,"여행,명소,계곡","계곡,백숙,출렁다리,폭포,캠핑",11491107,가마골,14
전라남도 담양군 용면 쌍태리 산128-9,"숙박,민박","브런치,노천온천,대나무,프라이빗,휴식",37098009,호시담,15
전라남도 담양군 봉산면 제월리 402,"여행,명소,기념물","대나무,경치,계곡,소박한,궁궐",20095393,면앙정,16
전라남도 담양군 수북면 대방리,"여행,명소,산,고개","등산,산행,저수지,깨끗한,산책",17358796,병풍산,17
전라남도 담양군 가사문학면 지곡리 산76-1,"여행,명소,기념물","경치,유적지,산책,아담한,계곡",19827809,식영정,18
경상북도 상주시 화북면 상오리 장각폭포,"여행,명소,폭포","폭포,계곡,등산,웅장한,캠핑",11491627,장각폭포,1
경상북도 상주시 사벌국면 삼덕리 산12-3,"여행,명소,관람,체험","눈썰매장,전망대,드라마세트장,편안한,드라이브",11663871,경천대국민관광지,2
경상북도 상주시 은척면 남곡리 산50,"자연명소,휴양림,산림욕장","휴양림,계곡,캠핑,깨끗한,등산",11491029,성주봉자연휴양림,3
경상북도 상주시 중동면 오상리 968-1,"여행,명소,근린공원",,1165558222,경천섬공원,4
경상북도 상주시 낙동면 승곡리,"여행,명소,산,고개","등산,계곡,산행,아담한,돌탑",19777390,갑장산,5
경상북도 상주시 화북면 장암리,"여행,명소,폭포","폭포,계곡,등산,국립공원",13491170,오송폭포,6
경상북도 상주시 외서면 우산리 223-3,"숙박,캠핑,야영장","캠핑,다슬기,카라반,아담한,경치",35445137,상주우산오토캠핑장,7
경상북도 상주시 화북면 중벌리 산36-6,"여행,명소,국립공원",,19928195,속리산국립공원,8
경상북도 상주시 외남면 소은리 469,"여행,명소,테마공원",,1081141653,상주곶감공원,9
경상북도 상주시 도남동 175,"여행,명소,문화,유적","섬,박물관,라이딩,경치,야경",20099155,도남서원,10
경상북도 상주시 화북면 상오리 산8,"숙박,캠핑,야영장","캠핑,카라반,계곡,산행,산책",37157195,문장대오토캠핑장,11
경상북도 상주시 중덕동 675-7,"여행,명소,자연,생태공원","생태공원,연꽃,저수지,나들이,산책로",487210968,중덕지자연생태공원,12
경상북도 영덕군 병곡면,"여행,명소,산,고개","등산,휴양림,산행,단풍,돌탑",13491085,칠보산,19
경상북도 영덕군 병곡면 덕천리,"여행,명소,해수욕장,해변","캠핑,해변,해루질,등산,풍력발전소",13491609,덕천해수욕장,20
전라남도 담양군 봉산면 유산리 474,"여행,명소,체험여행","장미정원,꽃구경,대나무,힐링,단풍",19810429,죽화경,19
전라남도 담양군 담양읍 삼만리 472,"여행,명소,관람,체험","체험학습,실내놀이터,떡갈비,신선한,돼지불고기",34104936,판다스토리,20
경상북도 상주시 화북면 용유리 340-8,"숙박,캠핑,야영장","캠핑,계곡,카라반,힐링,산책",32769704,상주문장대야영장,13
경상북도 상주시 사벌국면 삼덕리 산12,"여행,명소,관람,체험",,1795484286,상주밀리터리테마파크,14
경상북도 상주시 중동면 회상리,"여행,명소,전망대",,35209731,학전망대,15
경상북도 상주시 화북면 장암리,"여행,명소,폭포","폭포,산행,국립공원,편안한,계곡",13491883,옥양폭포,16
경상북도 상주시 남장동 502,"종교,불교","캠핑,계곡,저수지,화려한,경치",11663979,남장사,17
경상북도 상주시 화서면 하송리 372,"숙박,캠핑,야영장",,1600360562,다놀자캠핑장,18
경상북도 상주시 만산동 682,"여행,명소,시민공원","시민공원,박람회,공연,승마체험,한우국밥",15368488,북천시민공원,19
경상북도 상주시 화북면 용유리 258,"숙박,펜션","계곡,경치,산책로,휴식",13107904,솔향기펜션,20
울산광역시 동구 일산동 산907,"여행,명소,도시,테마공원","해안산책로,낚시공원,관람차,웅장한,야경투어",12079981,대왕암공원,1
울산광역시 울주군 서생면 대송리,"여행,명소,자연명소","드라마세트장,일출,간절곶해빵,편안한,경치",13491761,간절곶,2
울산광역시 울주군 서생면 진하리 토지구 획정리지구내 9B,"여행,명소,해수욕장,해변","해변,캠핑,밤바다,편안한,힐링",11491788,진하해수욕장,3
